REFERENCE_ID,SOURCE,TARGET,SOURCE_INVENTORY_ID,TARGET_INVENTORY_ID,REFERENCE_TYPE,REFERENCE_FORM,EVIDENCE,CONFIDENCE,OPERATIONAL_IMPACT
REF-001398,docs/audits/documentation/AUD-003_OPS-004_TEXTUAL_INTEGRITY_ASSESSMENT.md,docs/governance/OPS-004_REPOSITORY_CANONICAL_MIGRATION_PLAN.md,INV-0081,INV-0089,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 77: | ZIPs SPR-003/004 | pacotes | sem entrada OPS-004 | não aplicável | ausente | pacotes locais observados | F — INADEQUADA PARA RESTAURAÇÃO | nula |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001399,docs/audits/documentation/AUD-003_OPS-004_TEXTUAL_INTEGRITY_ASSESSMENT.md,docs/governance/OPS-004_REPOSITORY_CANONICAL_MIGRATION_PLAN.md,INV-0081,INV-0089,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 4: **Objeto:** `docs/governance/OPS-004_REPOSITORY_CANONICAL_MIGRATION_PLAN.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001400,docs/decisoes/ADR-005A-001_PERSISTENCIA_ADITIVA.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0082,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 6: A SPR-005A cria o namespace `cko.persistence` e preserva o módulo `cko.kb` homologado anteriormente.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001401,docs/governance/BASELINE_PREPARATION_REPORT.md,.gitignore,INV-0083,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 12: - Arquivos modificados: `.gitignore`, `pyproject.toml`",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001402,docs/governance/BASELINE_PREPARATION_REPORT.md,.gitignore,INV-0083,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 19: - `.gitignore`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001403,docs/governance/BASELINE_PREPARATION_REPORT.md,.gitignore,INV-0083,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 92: ## Verificação do `.gitignore`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001404,docs/governance/BASELINE_PREPARATION_REPORT.md,.gitignore,INV-0083,INV-0001,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 94: O `.gitignore` está funcionando para alguns padrões esperados.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001405,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/extensions.json,INV-0083,INV-0002,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,"line 103: - O padrão atual não ignora o diretório `.vscode/` inteiro, apenas o arquivo `settings.json`; isso permite que outros arquivos locais, como `extensions.json` e `tasks.json`, continuem aparecendo como untracked.",MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001406,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/extensions.json,INV-0083,INV-0002,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 26: - `.vscode/extensions.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001407,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/settings.json,INV-0083,INV-0003,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,"line 103: - O padrão atual não ignora o diretório `.vscode/` inteiro, apenas o arquivo `settings.json`; isso permite que outros arquivos locais, como `extensions.json` e `tasks.json`, continuem aparecendo como untracked.",MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001408,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/settings.json,INV-0083,INV-0003,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 98: - `.vscode/settings.json` foi identificado como ignorado pelo `git check-ignore`.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001409,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/tasks.json,INV-0083,INV-0004,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,"line 103: - O padrão atual não ignora o diretório `.vscode/` inteiro, apenas o arquivo `settings.json`; isso permite que outros arquivos locais, como `extensions.json` e `tasks.json`, continuem aparecendo como untracked.",MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001410,docs/governance/BASELINE_PREPARATION_REPORT.md,.vscode/tasks.json,INV-0083,INV-0004,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 27: - `.vscode/tasks.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001411,docs/governance/BASELINE_PREPARATION_REPORT.md,advanced_engine.py,INV-0083,INV-0005,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 35: - `advanced_engine.py`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001412,docs/governance/BASELINE_PREPARATION_REPORT.md,ARQUITETURA_ATUAL.txt,INV-0083,INV-0009,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 28: - `ARQUITETURA_ATUAL.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001413,docs/governance/BASELINE_PREPARATION_REPORT.md,inventory.txt,INV-0083,INV-0101,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 38: - `inventory.txt`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001414,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 110: - O arquivo `pyproject.toml` merece validação antes de ser aceito como parte da baseline.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001415,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 115: 2. Confirmar se `pyproject.toml` deve permanecer com a configuração de build-system e setuptools.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001416,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 12: - Arquivos modificados: `.gitignore`, `pyproject.toml`",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001417,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 20: - `pyproject.toml`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001418,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 63: - `pyproject.toml`, porque houve alteração na estrutura de configuração e pode refletir uma mudança de empacotamento do projeto.",HIGH,Path/name-sensitive consumer; relocation may require update
REF-001419,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 66: ## Análise do `pyproject.toml`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001420,docs/governance/BASELINE_PREPARATION_REPORT.md,pyproject.toml,INV-0083,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 68: O arquivo `pyproject.toml` está marcado como modified porque houve alteração de configuração de empacotamento.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001421,docs/governance/BASELINE_PREPARATION_REPORT.md,README_SPR_003.md,INV-0083,INV-0114,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 29: - `README_SPR_003.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001422,docs/governance/BASELINE_PREPARATION_REPORT.md,README_SPR_004.md,INV-0083,INV-0115,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 30: - `README_SPR_004.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001423,docs/governance/BASELINE_PREPARATION_REPORT.md,reports/SPR007B_ADVANCED_REPORT.json,INV-0083,INV-0116,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 99: - `reports/SPR007B_ADVANCED_REPORT.json` também foi considerado ignorado.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001424,docs/governance/BASELINE_PREPARATION_REPORT.md,SPR005_MANIFEST.json,INV-0083,INV-0123,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 31: - `SPR005_MANIFEST.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001425,docs/governance/BASELINE_PREPARATION_REPORT.md,SPR006A_MANIFEST.json,INV-0083,INV-0124,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 32: - `SPR006A_MANIFEST.json`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001426,docs/governance/BASELINE_PREPARATION_REPORT.md,SPR007B_ADVANCED_ENGINE.cmd,INV-0083,INV-0125,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 33: - `SPR007B_ADVANCED_ENGINE.cmd`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001427,docs/governance/BASELINE_PREPARATION_REPORT.md,SPR007B_ADVANCED_ENGINE.ps1,INV-0083,INV-0126,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 34: - `SPR007B_ADVANCED_ENGINE.ps1`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001428,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/adr/INDEX.md,INV-0084,INV-0075,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,line 729: - [Índice Mestre da Governança](../../../docs/governance/GOVERNANCE_INDEX.md),MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001429,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/adr/INDEX.md,INV-0084,INV-0075,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,line 730: - [Índice de ADRs](../adr/INDEX.md),MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001430,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,line 726: - [CKO-ARCH-002 — Ecosystem Evolution Architecture](../arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md),MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001431,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 13: > Este documento transforma as ondas II.0–II.7 do CKO-ARCH-002 em um,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001432,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 141: - CKO-ARCH-002 oficial e disponível como fonte de direção;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001433,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 154: **Dependências.** CKO-GOV-001, CKO-ARCH-001, CKO-ARCH-002, baseline publicada e",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001434,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 30: CKO-ARCH-002 em uma sequência auditável de decisões e entregas, preservando a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001435,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 64: 4. CKO-ARCH-002;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001436,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 690: O CKO-ARCH-002 definiu a direção correta para evolução do ecossistema, mas seu",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001437,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 714: de governança das ondas II.0–II.7 do CKO-ARCH-002.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001438,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 71: suspenso. O GOV-002 operacionaliza o CKO-ARCH-002 e NÃO DEVE reinterpretá-lo,",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001439,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 726: - [CKO-ARCH-002 — Ecosystem Evolution Architecture](../arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md),MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001440,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 726: - [CKO-ARCH-002 — Ecosystem Evolution Architecture](../arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md),MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001441,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 8: **Arquitetura de origem:** CKO-ARCH-002 — Ecosystem Evolution Architecture,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001442,docs/governance/GOV-002_CYCLE_II_EXECUTION_PROGRAM.md,docs/arquitetura/CKO-ARCH-002_ECOSYSTEM_EVOLUTION_ARCHITECTURE.md,INV-0084,INV-0078,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 96: - aderência ao CKO-ARCH-002 e à baseline protegida;,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001443,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 107: - Ciclo Arquitetural I: ADR-001, ADR-002, ADR-003, ADR-004 e ADR-005A-001.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001444,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 18: | ADR-001 | Monólito Modular Incremental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001445,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 18: | ADR-001 | Monólito Modular Incremental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001446,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 31: O documento *Federated Catalog Authority*, produzido no Ciclo Arquitetural II com a designação duplicada ADR-001, fica **registrado e renumerado administrativamente como ADR-006**. O arquivo é renomeado, mas seu conteúdo não é reescrito. As ocorrências internas de ADR-001 nesse a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001447,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 31: O documento *Federated Catalog Authority*, produzido no Ciclo Arquitetural II com a designação duplicada ADR-001, fica **registrado e renumerado administrativamente como ADR-006**. O arquivo é renomeado, mas seu conteúdo não é reescrito. As ocorrências internas de ADR-001 nesse a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001448,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md,INV-0085,INV-0070,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 18: | ADR-001 | Monólito Modular Incremental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-001_MONOLITO_MODULAR_INCREMENTAL.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001449,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md,INV-0085,INV-0071,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 107: - Ciclo Arquitetural I: ADR-001, ADR-002, ADR-003, ADR-004 e ADR-005A-001.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001450,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md,INV-0085,INV-0071,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 19: | ADR-002 | Identidade Documental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001451,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md,INV-0085,INV-0071,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 19: | ADR-002 | Identidade Documental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001452,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md,INV-0085,INV-0071,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 19: | ADR-002 | Identidade Documental | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-002_IDENTIDADE_DOCUMENTAL.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001453,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md,INV-0085,INV-0072,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 107: - Ciclo Arquitetural I: ADR-001, ADR-002, ADR-003, ADR-004 e ADR-005A-001.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001454,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md,INV-0085,INV-0072,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 20: | ADR-003 | Preservação dos Módulos Operacionais | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001455,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md,INV-0085,INV-0072,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 20: | ADR-003 | Preservação dos Módulos Operacionais | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001456,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md,INV-0085,INV-0072,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 20: | ADR-003 | Preservação dos Módulos Operacionais | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-003_PRESERVACAO_DO_LEGADO.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001457,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md,INV-0085,INV-0073,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 107: - Ciclo Arquitetural I: ADR-001, ADR-002, ADR-003, ADR-004 e ADR-005A-001.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001458,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md,INV-0085,INV-0073,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 21: | ADR-004 | Banco Canônico Separado | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001459,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md,INV-0085,INV-0073,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 21: | ADR-004 | Banco Canônico Separado | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001460,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md,INV-0085,INV-0073,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 21: | ADR-004 | Banco Canônico Separado | Ciclo Arquitetural I | Aceito | `docs/adr/ADR-004_BANCO_CANONICO_SEPARADO.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001461,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 108: - Ciclo Arquitetural II: ADR-006.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001462,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 110: - Novo ADR conflitante: renumerado administrativamente para ADR-006.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001463,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 23: | ADR-006 | Federated Catalog Authority | Ciclo Arquitetural II | Aceito | `docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001464,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 23: | ADR-006 | Federated Catalog Authority | Ciclo Arquitetural II | Aceito | `docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md` |,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001465,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 31: O documento *Federated Catalog Authority*, produzido no Ciclo Arquitetural II com a designação duplicada ADR-001, fica **registrado e renumerado administrativamente como ADR-006**. O arquivo é renomeado, mas seu conteúdo não é reescrito. As ocorrências internas de ADR-001 nesse a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001466,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 31: O documento *Federated Catalog Authority*, produzido no Ciclo Arquitetural II com a designação duplicada ADR-001, fica **registrado e renumerado administrativamente como ADR-006**. O arquivo é renomeado, mas seu conteúdo não é reescrito. As ocorrências internas de ADR-001 nesse a",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-001467,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md,INV-0085,INV-0074,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 23: | ADR-006 | Federated Catalog Authority | Ciclo Arquitetural II | Aceito | `docs/adr/ADR-006_FEDERATED_CATALOG_AUTHORITY.md` |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-001468,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/INDEX.md,INV-0085,INV-0075,DOCUMENTARY_DEPENDENCY,FILENAME_REFERENCE,line 46: 6. A reserva e o registro ocorrem no `INDEX.md` antes da circulação do novo ADR.,MEDIUM,Path/name-sensitive consumer; relocation may require update
REF-001469,docs/governance/GOV-003_ADR_GOVERNANCE_RECONCILIATION.md,docs/adr/INDEX.md,INV-0085,INV-0075,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 35: O `docs/adr/INDEX.md` é a fonte canônica para identificador, título, ciclo, status e relações de ciclo de vida. Em caso de divergência com metadados internos de um ADR imutável, prevalece o índice, acompanhado do ato de governança que fundamentou a mudança administrativa.",HIGH,Path/name-sensitive consumer; relocation may require update
